regime,setting,length,prompts,responses,detected,metric,mean,ci95_low,ci95_high,source
8b_full,textseal_on,400,50,100,100,distinct_3,0.9710552763819095,0.9659296482412061,0.9761557788944724,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,400,50,100,100,repeated_4gram_fraction,0.013047858942065487,0.009545969773299743,0.016625944584382855,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,400,50,100,100,self_bleu,0.05820865009497887,0.0473245110253007,0.06937222000466037,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,1024,50,100,100,distinct_3,0.9464383561643837,0.9379637964774952,0.9551174168297457,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,1024,50,100,100,repeated_4gram_fraction,0.027404505386875614,0.021371204701273266,0.03349804113614104,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,1024,50,100,100,self_bleu,0.0472700986447966,0.04082055669750315,0.0542138734549696,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,textseal_on,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,synthid_depth10,400,50,100,100,distinct_3,0.9765326633165828,0.9718837939698491,0.9809817839195978,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,400,50,100,100,repeated_4gram_fraction,0.010075566750629721,0.007329974811083126,0.012947732997481096,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,400,50,100,100,self_bleu,0.021867888572342155,0.018622769619094644,0.025473232133872935,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,1024,50,100,100,distinct_3,0.9553816046966732,0.9462619863013698,0.9634941291585127,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,1024,50,100,100,repeated_4gram_fraction,0.024231145935357495,0.018255631733594516,0.031422624877571005,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,1024,50,100,100,self_bleu,0.02205872601651767,0.019088828015303854,0.025180992066454775,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth10,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,gumbel_off,400,50,100,100,distinct_3,0.7344723618090453,0.6636168341708544,0.8024170854271356,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,400,50,100,100,repeated_4gram_fraction,0.2542065491183879,0.18553904282115866,0.3267531486146095,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,400,50,100,100,self_bleu,1.0000000000000002,1.0000000000000002,1.0000000000000002,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,1024,50,100,100,distinct_3,0.4719765166340509,0.39781262230919767,0.546007338551859,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,1024,50,100,100,repeated_4gram_fraction,0.5172967678746327,0.44124632713026446,0.594263956904995,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,1024,50,100,100,self_bleu,1.0000000000000002,1.0000000000000002,1.0000000000000002,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_off,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,400,50,100,100,distinct_3,0.9705527638190955,0.9655521356783919,0.9749748743718593,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,400,50,100,100,repeated_4gram_fraction,0.01219143576826196,0.009722292191435762,0.015012594458438283,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,400,50,100,100,self_bleu,0.3937461483319784,0.3399836875226106,0.44845521271793115,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,1024,50,100,100,distinct_3,0.9456164383561644,0.9341276908023484,0.9557147749510765,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,1024,50,100,100,repeated_4gram_fraction,0.028129285014691485,0.020489471106758087,0.03714152791380999,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,1024,50,100,100,self_bleu,0.20718411027100225,0.18343380597744974,0.23096949344961093,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,gumbel_on,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/paired_comparison/summary.json;outputs/self_bleu_repeat/matched_repetition/summary.json
8b_full,synthid_off,400,50,100,100,distinct_3,0.9479396984924623,0.9286413316582914,0.9636695979899498,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,400,50,100,100,repeated_4gram_fraction,0.03725440806045341,0.022216624685138547,0.05695277078085643,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,400,50,100,100,self_bleu,0.023882916194089,0.01939956009641262,0.02945197443896117,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,1024,50,100,100,distinct_3,0.8880430528375735,0.8527585616438357,0.9210819471624268,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,1024,50,100,100,repeated_4gram_fraction,0.09347698334965719,0.060731880509304594,0.12914275220372182,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,1024,50,100,100,self_bleu,0.02138454329823416,0.01775449830382432,0.025339233483363595,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_off,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_repeat/matched_repetition/summary.json;outputs/self_bleu_repeat/setup_v4/all_analysis.json
8b_full,synthid_depth2,400,50,100,100,self_bleu,0.0187882741355678,0.015986430852477963,0.02206256378603886,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,400,50,100,100,distinct_3,0.9713316582914573,0.9640439698492462,0.9781413316582914,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,400,50,100,100,repeated_4gram_fraction,0.015440806045340053,0.010125944584382872,0.021462216624685136,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,1024,50,100,100,self_bleu,0.019865715254856652,0.01591649684490229,0.024179757292898497,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,1024,50,100,100,distinct_3,0.9461937377690802,0.932600782778865,0.9586695205479454,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth2,1024,50,100,100,repeated_4gram_fraction,0.032761998041136144,0.02323139079333987,0.043869245837414306,outputs/self_bleu_depth/depth2_30_v1/summary.json;outputs/self_bleu_temperature/t07_v1/summary.json
8b_full,synthid_depth30,400,50,100,100,self_bleu,0.033036372327073446,0.026883143452963512,0.040080372329309256,outputs/self_bleu_depth/depth2_30_v1/summary.json
8b_full,synthid_depth30,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_depth/depth2_30_v1/summary.json
8b_full,synthid_depth30,1024,50,100,100,self_bleu,0.02889849534759662,0.024117780328355532,0.03391950373840047,outputs/self_bleu_depth/depth2_30_v1/summary.json
8b_full,synthid_depth30,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_depth/depth2_30_v1/summary.json
8b_t07,null,1024,50,100,,distinct_3,0.6560078277886496,0.6125432974559686,0.6969985322896282,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,null,1024,50,100,,repeated_4gram_fraction,0.29295788442703236,0.24959427032321252,0.33774069539666984,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,null,1024,50,100,,self_bleu,0.05182239089825872,0.04316627551738559,0.060933091255884024,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,null,400,50,100,,distinct_3,0.8588693467336683,0.8304993718592966,0.8854290201005024,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,null,400,50,100,,repeated_4gram_fraction,0.09788413098236777,0.0723646095717884,0.1260232997481108,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,null,400,50,100,,self_bleu,0.052765973310013134,0.04406969364274628,0.06187062063716381,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,1024,50,100,3,distinct_3,0.6103718199608611,0.5662292074363992,0.6544227005870842,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,1024,50,100,3,repeated_4gram_fraction,0.3406953966699314,0.2948643486777669,0.3861248775710087,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,1024,50,100,3,self_bleu,0.047889151966493175,0.040023590524105514,0.05609895040879827,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,1024,50,100,3,tpr,0.03,0.0,0.07,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,400,50,100,1,distinct_3,0.8462814070351758,0.8115797738693468,0.8779170854271358,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,400,50,100,1,repeated_4gram_fraction,0.1132241813602015,0.08360138539042822,0.14546977329974808,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,400,50,100,1,self_bleu,0.04606552399821502,0.03912696993720293,0.05288336359779383,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,prc,400,50,100,1,tpr,0.01,0.0,0.03,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,1024,50,100,93,distinct_3,0.644412915851272,0.602862035225049,0.6850875733855186,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,1024,50,100,93,repeated_4gram_fraction,0.30458374142997063,0.26283104799216456,0.347535749265426,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,1024,50,100,93,self_bleu,0.05886441428932426,0.04987398240726235,0.0674765234665096,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,1024,50,100,93,tpr,0.93,0.88,0.97,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,400,50,100,87,distinct_3,0.8516582914572866,0.823138190954774,0.8783165829145727,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,400,50,100,87,repeated_4gram_fraction,0.10632241813602014,0.08020088161209066,0.13450944584382873,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,400,50,100,87,self_bleu,0.06066124715045161,0.051900446996501634,0.0700583166314315,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth2,400,50,100,87,tpr,0.87,0.8,0.93,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,1024,50,100,100,distinct_3,0.637348336594912,0.5930873287671233,0.6788431996086106,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,1024,50,100,100,repeated_4gram_fraction,0.31354554358472086,0.2697646914789422,0.3596025954946131,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,1024,50,100,100,self_bleu,0.06069634298813099,0.05093961373349909,0.07052568563243342,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,400,50,100,100,distinct_3,0.8531155778894474,0.8267575376884423,0.8773140703517588,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,400,50,100,100,repeated_4gram_fraction,0.10435768261964737,0.0809565491183879,0.13000440806045338,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,400,50,100,100,self_bleu,0.06367802137252732,0.05373300214635962,0.07419058252151929,outputs/self_bleu_temperature/t07_v1/summary.json
8b_t07,synthid_depth10,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_temperature/t07_v1/summary.json
8b_topk,null,1024,50,100,,distinct_3,0.9332974559686888,0.9255858610567517,0.940675146771037,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,null,1024,50,100,,repeated_4gram_fraction,0.03485798237022526,0.028873653281096964,0.04107810969637609,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,null,1024,50,100,,self_bleu,0.030389746098656877,0.02669370754405977,0.03426747056285637,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,null,400,50,100,,distinct_3,0.9596231155778894,0.9516319095477387,0.9668599246231157,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,null,400,50,100,,repeated_4gram_fraction,0.02055415617128463,0.01476070528967254,0.026852644836272033,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,null,400,50,100,,self_bleu,0.023887143105003665,0.02063035708475213,0.027381384342660964,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,1024,50,100,85,distinct_3,0.9340215264187868,0.9242150195694716,0.9431607142857144,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,1024,50,100,85,repeated_4gram_fraction,0.036082272282076396,0.028647649363369245,0.04457541625857002,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,1024,50,100,85,self_bleu,0.033286602410441214,0.028721083700759372,0.03827410461418421,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,1024,50,100,85,tpr,0.85,0.77975,0.92,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,400,50,100,33,distinct_3,0.9654020100502513,0.9601005025125628,0.9702010050251257,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,400,50,100,33,repeated_4gram_fraction,0.015994962216624685,0.012695214105793454,0.019975440806045342,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,400,50,100,33,self_bleu,0.028351931073758215,0.023714196804591886,0.034056937333728,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,prc,400,50,100,33,tpr,0.33,0.24,0.42,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,1024,50,100,100,distinct_3,0.9350293542074364,0.9257534246575344,0.9433365949119374,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,1024,50,100,100,repeated_4gram_fraction,0.03486777668952008,0.02832468168462293,0.04213638589618022,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,1024,50,100,100,self_bleu,0.032335965514781295,0.028266700747003982,0.03672341144513979,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,400,50,100,100,distinct_3,0.9643216080402012,0.9573360552763818,0.9709302763819095,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,400,50,100,100,repeated_4gram_fraction,0.016952141057934512,0.01236712846347607,0.022090680100755673,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,400,50,100,100,self_bleu,0.027110949984673276,0.023381638006856754,0.031186758093380364,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth2,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,1024,50,100,100,distinct_3,0.9333170254403131,0.9215349804305284,0.9441203522504892,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,1024,50,100,100,repeated_4gram_fraction,0.037864838393731635,0.029137855044074436,0.047495102840352584,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,1024,50,100,100,self_bleu,0.03674972747856588,0.03186905107218007,0.041844900902970356,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,400,50,100,100,distinct_3,0.9680904522613065,0.9628636934673367,0.973015703517588,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,400,50,100,100,repeated_4gram_fraction,0.01392947103274559,0.010403022670025196,0.017909949622166247,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,400,50,100,100,self_bleu,0.03103708569006902,0.02614226003597717,0.03619996904828962,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth10,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,1024,50,100,100,distinct_3,0.9316634050880627,0.9219951076320941,0.9410667808219177,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,1024,50,100,100,repeated_4gram_fraction,0.035866797257590594,0.027825171400587656,0.044400097943192926,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,1024,50,100,100,self_bleu,0.04704207783515625,0.041610789651382124,0.05309609374247565,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,1024,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,400,50,100,100,distinct_3,0.9671356783919599,0.961155150753769,0.9728894472361809,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,400,50,100,100,repeated_4gram_fraction,0.01304785894206549,0.009344458438287151,0.01712909319899244,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,400,50,100,100,self_bleu,0.04261616395311803,0.036413064616054855,0.04900197249288983,outputs/self_bleu_topk/matched_v2/summary.json
8b_topk,synthid_depth30,400,50,100,100,tpr,1.0,1.0,1.0,outputs/self_bleu_topk/matched_v2/summary.json
0p6b_full,null,1024,50,100,,distinct_3,0.9665557729941291,0.9523970156555773,0.977837818003914,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
0p6b_full,null,1024,50,100,,repeated_4gram_fraction,0.020372184133202752,0.010802889324191964,0.03318511263467188,outputs/self_bleu_full_vocab/qwen3_0p6b_v1/summary.json
